name,cell,block,port,bit,phase,row_index,x_um,y_um,width_um,height_um,orient,gds
Xr0_bit00_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,0,0,0,164.285,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit01_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,1,0,0,190.34,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit02_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,2,0,0,216.4,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit03_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,3,0,0,242.455,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit04_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,4,0,0,268.515,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit05_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,5,0,0,294.57,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit06_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,6,0,0,320.63,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr0_bit07_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r0,7,0,0,346.685,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit00_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,0,0,0,372.745,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit01_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,1,0,0,398.8,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit02_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,2,0,0,424.86,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit03_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,3,0,0,450.915,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit04_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,4,0,0,476.975,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit05_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,5,0,0,503.03,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit06_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,6,0,0,529.09,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xr1_bit07_precharge_sense,detronyx_12t_precharge_sense_rc1,precharge_sense,r1,7,0,0,555.145,2.0,18.71,24.455,N,reports/periphery_block_leaves/detronyx_12t_precharge_sense_rc1/layout/detronyx_12t_precharge_sense_rc1.gds
Xw0_bit00_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,0,0,0,177.83,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit01_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,1,0,0,203.885,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit02_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,2,0,0,229.945,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit03_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,3,0,0,256.0,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit04_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,4,0,0,282.06,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit05_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,5,0,0,308.115,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit06_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,6,0,0,334.175,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw0_bit07_write_driver,detronyx_12t_write_driver_rc1,write_driver,w0,7,0,0,360.23,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit00_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,0,0,0,386.29,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit01_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,1,0,0,412.345,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit02_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,2,0,0,438.405,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit03_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,3,0,0,464.46,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit04_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,4,0,0,490.52,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit05_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,5,0,0,516.575,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit06_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,6,0,0,542.635,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit07_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,7,0,0,568.69,318.92,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
